Shift (m), Intensity (a.u.)
8.570285409442517789e-07,1.684402746844654601e-08
8.574286476393704169e-07,1.684074309253108604e-08
8.578287543344890549e-07,1.683742846839507961e-08
8.582288610296081165e-07,1.683400037597189596e-08
8.586289677247267545e-07,1.683044373264683684e-08
8.590290744198453925e-07,1.682666444732763303e-08
8.594291811149640305e-07,1.682286055618574153e-08
8.598292878100826685e-07,1.681911068978253320e-08
8.602293945052013065e-07,1.681521513853250428e-08
8.606295012003199445e-07,1.681131029146340883e-08
8.610296078954390060e-07,1.680746059636301999e-08
8.614297145905576440e-07,1.680351174787823391e-08
8.618298212856762820e-07,1.679949112912342112e-08
8.622299279807949200e-07,1.679546076291351323e-08
8.626300346759135580e-07,1.679139984584695496e-08
8.630301413710321960e-07,1.678734422984824387e-08
8.634302480661508340e-07,1.678329338043480254e-08
8.638303547612698956e-07,1.677929220880092849e-08
8.642304614563885336e-07,1.677511224427096350e-08
8.646305681515071716e-07,1.677100830116968906e-08
8.650306748466258096e-07,1.676684645941775771e-08
8.654307815417444476e-07,1.676243536629537911e-08
8.658308882368630856e-07,1.675784166207007083e-08
8.662309949319817236e-07,1.675298380214580179e-08
8.666311016271007851e-07,1.674811988759223025e-08
8.670312083222194231e-07,1.674310317668682392e-08
8.674313150173380611e-07,1.673810794958745316e-08
8.678314217124566991e-07,1.673298405139806169e-08
8.682315284075753371e-07,1.672773258500939298e-08
8.686316351026939751e-07,1.672238688818775666e-08
8.690317417978126131e-07,1.671703310857236952e-08
8.694318484929316747e-07,1.671174831857958683e-08
8.698319551880503127e-07,1.670656121337358919e-08
8.702320618831689507e-07,1.670126054725255067e-08
8.706321685782875887e-07,1.669582937711000130e-08
8.710322752734062267e-07,1.669043677364103233e-08
8.714323819685248647e-07,1.668496284774383750e-08
8.718324886636435027e-07,1.667934083435983470e-08
8.722325953587625642e-07,1.667352447123530366e-08
8.726327020538812022e-07,1.666747432687651781e-08
8.730328087489998402e-07,1.666119327767096066e-08
8.734329154441184782e-07,1.665478566734853963e-08
8.738330221392371162e-07,1.664840673533130614e-08
8.742331288343557542e-07,1.664186042672857090e-08
8.746332355294743922e-07,1.663511913829873994e-08
8.750333422245934538e-07,1.662831375288485028e-08
8.754334489197120918e-07,1.662146196748440902e-08
8.758335556148307298e-07,1.661472653675554293e-08
8.762336623099493678e-07,1.660809819744272193e-08
8.766337690050680058e-07,1.660148138936903720e-08
8.770338757001866438e-07,1.659468693357169276e-08
8.774339823953052818e-07,1.658772432372654677e-08
8.778340890904243433e-07,1.658069086011632585e-08
8.782341957855429813e-07,1.657373127272647093e-08
8.786343024806616193e-07,1.656667630177086773e-08
8.790344091757802573e-07,1.655983867822091739e-08
8.794345158708988953e-07,1.655291902348285362e-08
8.798346225660175333e-07,1.654613720094809006e-08
8.802347292611361713e-07,1.653935762975049528e-08
8.806348359562552329e-07,1.653248076846150888e-08
8.810349426513738709e-07,1.652540027080316238e-08
8.814350493464925089e-07,1.651831227068635165e-08
8.818351560416111469e-07,1.651117985748597462e-08
8.822352627367297849e-07,1.650398815417690023e-08
8.826353694318484229e-07,1.649666908148229225e-08
8.830354761269670609e-07,1.648953824631953263e-08
8.834355828220861224e-07,1.648253660142752244e-08
8.838356895172047604e-07,1.647558498535017954e-08
8.842357962123233984e-07,1.646856001562718097e-08
8.846359029074420364e-07,1.646136764406448597e-08
8.850360096025606744e-07,1.645403429019634040e-08
8.854361162976793124e-07,1.644662518256736838e-08
8.858362229927979504e-07,1.643915663505649615e-08
8.862363296879170120e-07,1.643172936610779072e-08
8.866364363830356500e-07,1.642430887040152179e-08
8.870365430781542880e-07,1.641679792975374367e-08
8.874366497732729260e-07,1.640917857252436108e-08
8.878367564683915640e-07,1.640129937818671974e-08
8.882368631635102020e-07,1.639343401676413462e-08
8.886369698586288400e-07,1.638552315831115476e-08
8.890370765537479015e-07,1.637768830692735412e-08
8.894371832488665395e-07,1.636963665020143948e-08
8.898372899439851775e-07,1.636182041493488181e-08
8.902373966391038155e-07,1.635425322310087153e-08
8.906375033342224535e-07,1.634666437111574599e-08
8.910376100293410915e-07,1.633896385757968176e-08
8.914377167244597295e-07,1.633107244608928186e-08
8.918378234195787911e-07,1.632323752417855342e-08
8.922379301146974291e-07,1.631535356093295887e-08
8.926380368098160671e-07,1.630745384309025755e-08
8.930381435049347051e-07,1.629979029757830438e-08
8.934382502000533431e-07,1.629214791331437233e-08
8.938383568951719811e-07,1.628439533850189325e-08
8.942384635902906191e-07,1.627645556798889705e-08
8.946385702854096806e-07,1.626828281785760980e-08
8.950386769805283186e-07,1.626037637148045582e-08
8.954387836756469566e-07,1.625251083080528093e-08
8.958388903707655946e-07,1.624464083545996118e-08
8.962389970658842326e-07,1.623671876529160880e-08
8.966391037610028706e-07,1.622896138781253282e-08
8.970392104561215086e-07,1.622142506201733036e-08
8.974393171512405702e-07,1.621393318426412037e-08
8.978394238463592082e-07,1.620649022864454704e-08
8.982395305414778462e-07,1.619894745712064430e-08
8.986396372365964842e-07,1.619138083249578853e-08
8.990397439317151222e-07,1.618381288341861151e-08
8.994398506268337602e-07,1.617627467159864310e-08
8.998399573219523982e-07,1.616859411301989435e-08
9.002400640170714597e-07,1.616076899082537329e-08
9.006401707121900977e-07,1.615315694464431525e-08
9.010402774073087357e-07,1.614549190575849024e-08
9.014403841024273737e-07,1.613804271075944001e-08
9.018404907975460117e-07,1.613068955451482469e-08
9.022405974926646497e-07,1.612328124767020544e-08
9.026407041877832877e-07,1.611604880282106559e-08
9.030408108829023493e-07,1.610871048584167642e-08
9.034409175780209873e-07,1.610152731536111196e-08
9.038410242731396253e-07,1.609422012986110173e-08
9.042411309682582633e-07,1.608694927393954818e-08
9.046412376633769013e-07,1.607983217924936883e-08
9.050413443584955393e-07,1.607296018489202086e-08
9.054414510536141773e-07,1.606610745517519436e-08
9.058415577487332388e-07,1.605910344933378456e-08
9.062416644438518768e-07,1.605199166705290923e-08
9.066417711389705148e-07,1.604484275258916241e-08
9.070418778340891528e-07,1.603778947375743548e-08
9.074419845292077908e-07,1.603085045776031988e-08
9.078420912243264288e-07,1.602400769157234235e-08
9.082421979194450668e-07,1.601712100780472299e-08
9.086423046145641284e-07,1.601032435112450482e-08
9.090424113096827664e-07,1.600365761653627246e-08
9.094425180048014044e-07,1.599704926880470472e-08
9.098426246999200424e-07,1.599050867774309223e-08
9.102427313950386804e-07,1.598412608095373119e-08
9.106428380901573184e-07,1.597773490993605289e-08
9.110429447852759564e-07,1.597128330273125826e-08
9.114430514803950179e-07,1.596500662271010125e-08
9.118431581755136559e-07,1.595871635113674691e-08
9.122432648706322939e-07,1.595245392635711125e-08
9.126433715657509319e-07,1.594628631759584514e-08
9.130434782608695699e-07,1.594036710109830264e-08
9.134435849559882079e-07,1.593469312413639560e-08
9.138436916511068459e-07,1.592915496314084812e-08
9.142437983462259075e-07,1.592360199757136103e-08
9.146439050413445455e-07,1.591807211650242079e-08
9.150440117364631835e-07,1.591281693908326600e-08
9.154441184315818215e-07,1.590766125450484013e-08
9.158442251267004595e-07,1.590256183436664739e-08
9.162443318218190975e-07,1.589762126933395089e-08
9.166444385169377355e-07,1.589279420210154765e-08
9.170445452120567970e-07,1.588817275465862599e-08
9.174446519071754350e-07,1.588378383678584587e-08
9.178447586022940730e-07,1.587953083513276597e-08
9.182448652974127110e-07,1.587543934829788247e-08
9.186449719925313490e-07,1.587149023706915722e-08
9.190450786876499870e-07,1.586785273074943465e-08
9.194451853827686250e-07,1.586453509304264258e-08
9.198452920778876866e-07,1.586123141930844346e-08
9.202453987730063246e-07,1.585802725341756126e-08
9.206455054681249626e-07,1.585479595259198269e-08
9.210456121632436006e-07,1.585177996617965983e-08
9.214457188583622386e-07,1.584870947895287591e-08
9.218458255534808766e-07,1.584587534094258824e-08
9.222459322485995146e-07,1.584321448824485248e-08
9.226460389437185761e-07,1.584071037889896307e-08
9.230461456388372141e-07,1.583838384745027867e-08
9.234462523339558521e-07,1.583626824904492466e-08
9.238463590290744901e-07,1.583402851391012282e-08
9.242464657241931281e-07,1.583174255097289898e-08
9.246465724193117661e-07,1.582951598340832661e-08
9.250466791144304041e-07,1.582731767565956898e-08
9.254467858095494657e-07,1.582514326941066452e-08
9.258468925046681037e-07,1.582347945622878609e-08
9.262469991997867417e-07,1.582213538257004501e-08
9.266471058949053797e-07,1.582086361233879451e-08
9.270472125900240177e-07,1.581968117462381570e-08
9.274473192851426557e-07,1.581866124488126702e-08
9.278474259802612937e-07,1.581783712989840266e-08
9.282475326753803552e-07,1.581691264462731773e-08
9.286476393704989932e-07,1.581619087138333974e-08
9.290477460656176312e-07,1.581574252887257694e-08
9.294478527607362692e-07,1.581529545214907682e-08
9.298479594558549072e-07,1.581482671469456482e-08
9.302480661509735452e-07,1.581440201163438891e-08
9.306481728460921832e-07,1.581405082527885277e-08
9.310482795412112448e-07,1.581361869736119234e-08
9.314483862363298828e-07,1.581326957138607954e-08
9.318484929314485208e-07,1.581318016560998448e-08
9.322485996265671588e-07,1.581323961578509193e-08
9.326487063216857968e-07,1.581346765840386558e-08
9.330488130168044348e-07,1.581362240616819708e-08
9.334489197119230728e-07,1.581379288019937105e-08
9.338490264070421343e-07,1.581411239897583588e-08
9.342491331021607723e-07,1.581446028402216077e-08
9.346492397972794103e-07,1.581474184261343357e-08
9.350493464923980483e-07,1.581523860583903118e-08
9.354494531875166863e-07,1.581581492879050400e-08
9.358495598826353243e-07,1.581634039102052444e-08
9.362496665777539623e-07,1.581705125916209656e-08
9.366497732728730239e-07,1.581793761364558470e-08
9.370498799679916619e-07,1.581889855532866855e-08
9.374499866631102999e-07,1.582014076625003898e-08
9.378500933582289379e-07,1.582175860627570033e-08
9.382502000533475759e-07,1.582350578328217813e-08
9.386503067484662139e-07,1.582538254309490117e-08
9.390504134435848519e-07,1.582756513418545551e-08
9.394505201387039134e-07,1.582977115451301716e-08
9.398506268338225514e-07,1.583207358082414623e-08
9.402507335289411894e-07,1.583450945671659985e-08
9.406508402240598274e-07,1.583694254388757088e-08
9.410509469191784654e-07,1.583968935794373402e-08
9.414510536142971034e-07,1.584261116559577836e-08
9.418511603094157414e-07,1.584569749489035276e-08
9.422512670045348030e-07,1.584872361706996687e-08
9.426513736996534410e-07,1.585165976195502484e-08
9.430514803947720790e-07,1.585468691469088300e-08
9.434515870898907170e-07,1.585799557236864446e-08
9.438516937850093550e-07,1.586141017110009341e-08
9.442518004801279930e-07,1.586489690911754074e-08
9.446519071752466310e-07,1.586846648794964444e-08
9.450520138703656925e-07,1.587215687371452964e-08
9.454521205654843305e-07,1.587607636257918674e-08
9.458522272606029685e-07,1.588012487347608543e-08
9.462523339557216065e-07,1.588431625131245858e-08
9.466524406508402445e-07,1.588854761036156768e-08
9.470525473459588825e-07,1.589273850493340754e-08
9.474526540410775206e-07,1.589711031134466672e-08
9.478527607361965821e-07,1.590166820319463025e-08
9.482528674313152201e-07,1.590628492277016149e-08
9.486529741264338581e-07,1.591114426884701892e-08
9.490530808215524961e-07,1.591613639790698375e-08
9.494531875166711341e-07,1.592121198432105834e-08
9.498532942117897721e-07,1.592634045561466705e-08
9.502534009069084101e-07,1.593144217477405935e-08
9.506535076020274716e-07,1.593669454296620543e-08
9.510536142971461096e-07,1.594205522137574907e-08
9.514537209922647476e-07,1.594757346795750425e-08
9.518538276873833856e-07,1.595336960518419171e-08
9.522539343825020236e-07,1.595927127554803780e-08
9.526540410776206616e-07,1.596530395785421339e-08
9.530541477727392997e-07,1.597135742114175309e-08
9.534542544678583612e-07,1.597746776984502320e-08
9.538543611629769992e-07,1.598376469038966890e-08
9.542544678580956372e-07,1.599028442626611210e-08
9.546545745532142752e-07,1.599670226495698665e-08
9.550546812483329132e-07,1.600321854325857441e-08
9.554547879434515512e-07,1.600994337782617720e-08
9.558548946385701892e-07,1.601673028196598247e-08
9.562550013336892507e-07,1.602378113706392156e-08
9.566551080288078887e-07,1.603081096904433628e-08
9.570552147239265267e-07,1.603768672083910373e-08
9.574553214190451647e-07,1.604461116575978586e-08
9.578554281141638027e-07,1.605168072003540916e-08
9.582555348092824407e-07,1.605888664771582958e-08
9.586556415044010788e-07,1.606637585140456056e-08
9.590557481995201403e-07,1.607408930283869780e-08
9.594558548946387783e-07,1.608204918132993186e-08
9.598559615897574163e-07,1.609010861070683595e-08
9.602560682848760543e-07,1.609846926500833971e-08
9.606561749799946923e-07,1.610714349483103867e-08
9.610562816751133303e-07,1.611583108663485335e-08
9.614563883702319683e-07,1.612461641937704063e-08
9.618564950653510298e-07,1.613325306947652839e-08
9.622566017604696678e-07,1.614181532527615027e-08
9.626567084555883058e-07,1.615019867717398193e-08
9.630568151507069438e-07,1.615891547839324550e-08
9.634569218458255818e-07,1.616777450621081830e-08
9.638570285409442198e-07,1.617658601141092702e-08
9.642571352360628579e-07,1.618569599706455358e-08
9.646572419311819194e-07,1.619493185606677691e-08
9.650573486263005574e-07,1.620419569581356801e-08
9.654574553214191954e-07,1.621352402275632688e-08
9.658575620165378334e-07,1.622311891503845681e-08
9.662576687116564714e-07,1.623298716893606232e-08
9.666577754067751094e-07,1.624286865493532076e-08
9.670578821018937474e-07,1.625290450585450084e-08
9.674579887970128089e-07,1.626332347180935418e-08
9.678580954921314469e-07,1.627402352490188180e-08
9.682582021872500849e-07,1.628485385193324398e-08
9.686583088823687229e-07,1.629590798604740158e-08
9.690584155774873609e-07,1.630687499752732047e-08
9.694585222726059989e-07,1.631801419524012697e-08
9.698586289677246370e-07,1.632910558486430615e-08
9.702587356628436985e-07,1.634039412425122922e-08
9.706588423579623365e-07,1.635181200287766812e-08
9.710589490530809745e-07,1.636328675729639501e-08
9.714590557481996125e-07,1.637467981490341556e-08
9.718591624433182505e-07,1.638597198347954513e-08
9.722592691384368885e-07,1.639735200442468925e-08
9.726593758335555265e-07,1.640849530402641196e-08
9.730594825286745880e-07,1.641955718892961878e-08
9.734595892237932260e-07,1.643062190970204468e-08
9.738596959189118640e-07,1.644185657589465319e-08
9.742598026140305020e-07,1.645316527610665961e-08
9.746599093091491400e-07,1.646446409951797714e-08
9.750600160042677780e-07,1.647585766926497018e-08
9.754601226993864161e-07,1.648737095919351260e-08
9.758602293945054776e-07,1.649892372402867188e-08
9.762603360896241156e-07,1.651069225758409486e-08
9.766604427847427536e-07,1.652277759491909308e-08
9.770605494798613916e-07,1.653478662635660836e-08
9.774606561749800296e-07,1.654695679639773960e-08
9.778607628700986676e-07,1.655927453932957549e-08
9.782608695652173056e-07,1.657168879444152280e-08
9.786609762603363671e-07,1.658417684982373354e-08
9.790610829554550051e-07,1.659661249230425259e-08
9.794611896505736431e-07,1.660891685894029461e-08
9.798612963456922811e-07,1.662117719611865083e-08
9.802614030408109191e-07,1.663344690863011029e-08
9.806615097359295572e-07,1.664589641630343112e-08
9.810616164310481952e-07,1.665843861441138898e-08
9.814617231261672567e-07,1.667116356002616609e-08
9.818618298212858947e-07,1.668404721180078778e-08
9.822619365164045327e-07,1.669688576460950817e-08
9.826620432115231707e-07,1.670981834212836358e-08
9.830621499066418087e-07,1.672290904440617974e-08
9.834622566017604467e-07,1.673616978349678689e-08
9.838623632968790847e-07,1.674942172134500897e-08
9.842624699919981462e-07,1.676276709123711609e-08
9.846625766871167842e-07,1.677616485044122599e-08
9.850626833822354222e-07,1.678970939537190145e-08
9.854627900773540602e-07,1.680330150669167292e-08
9.858628967724726982e-07,1.681698401619319125e-08
9.862630034675913363e-07,1.683052120854111284e-08
9.866631101627099743e-07,1.684403856525066943e-08
9.870632168578290358e-07,1.685744957559817298e-08
9.874633235529476738e-07,1.687092260849200273e-08
9.878634302480663118e-07,1.688430502047837357e-08
9.882635369431849498e-07,1.689755459583426265e-08
9.886636436383035878e-07,1.691057927802862536e-08
9.890637503334222258e-07,1.692359716761705413e-08
9.894638570285408638e-07,1.693667972140900940e-08
9.898639637236599253e-07,1.694970231342830677e-08
9.902640704187785633e-07,1.696259415342069616e-08
9.906641771138972013e-07,1.697555593601943252e-08
9.910642838090158393e-07,1.698859850625008094e-08
9.914643905041344773e-07,1.700175045343854977e-08
9.918644971992531154e-07,1.701496574972585778e-08
9.922646038943717534e-07,1.702813204194460608e-08
9.926647105894908149e-07,1.704140522632598284e-08
9.930648172846094529e-07,1.705466032887676808e-08
9.934649239797280909e-07,1.706796402059865624e-08
9.938650306748467289e-07,1.708121216811415677e-08
9.942651373699653669e-07,1.709437862226247000e-08
9.946652440650840049e-07,1.710737178172081227e-08
9.950653507602026429e-07,1.712025364919484496e-08
9.954654574553212809e-07,1.713306705310524031e-08
9.958655641504403424e-07,1.714599609783884562e-08
9.962656708455589804e-07,1.715879596083659075e-08
9.966657775406776184e-07,1.717145066580707832e-08
9.970658842357962564e-07,1.718411791899712565e-08
9.974659909309148945e-07,1.719672204247747721e-08
9.978660976260335325e-07,1.720936300793795142e-08
9.982662043211521705e-07,1.722212173468585464e-08
9.986663110162712320e-07,1.723477287689425861e-08
9.990664177113898700e-07,1.724751670504530191e-08
9.994665244065085080e-07,1.726036602516624676e-08
9.998666311016271460e-07,1.727325214623039769e-08
1.000266737796745784e-06,1.728621952128465639e-08
1.000666844491864422e-06,1.729924663350355190e-08
1.001066951186983060e-06,1.731225839968088638e-08
1.001467057882102122e-06,1.732525708637684372e-08
1.001867164577220760e-06,1.733819193261661442e-08
1.002267271272339398e-06,1.735104393785252607e-08
1.002667377967458036e-06,1.736375669437447307e-08
1.003067484662576674e-06,1.737646811481328760e-08
1.003467591357695312e-06,1.738917898496496523e-08
1.003867698052813950e-06,1.740171476922303900e-08
1.004267804747933011e-06,1.741419354628090757e-08
1.004667911443051649e-06,1.742661434651338388e-08
1.005068018138170287e-06,1.743889879943574604e-08
1.005468124833288925e-06,1.745103646594021486e-08
1.005868231528407563e-06,1.746307390604810410e-08
1.006268338223526201e-06,1.747499136257628433e-08
1.006668444918644839e-06,1.748688682514522521e-08
1.007068551613763901e-06,1.749879172547427584e-08
1.007468658308882539e-06,1.751032081408572677e-08
1.007868765004001177e-06,1.752174111691560681e-08
1.008268871699119815e-06,1.753336308833890123e-08
1.008668978394238453e-06,1.754486819223795910e-08
1.009069085089357091e-06,1.755630378225938071e-08
1.009469191784475729e-06,1.756770298143855691e-08
1.009869298479594790e-06,1.757883635913382566e-08
1.010269405174713428e-06,1.758977104196072227e-08
1.010669511869832066e-06,1.760071082650882620e-08
1.011069618564950704e-06,1.761150043092038390e-08
1.011469725260069342e-06,1.762204440617858736e-08
1.011869831955187980e-06,1.763241812785851122e-08
1.012269938650306618e-06,1.764249219161448117e-08
1.012670045345425680e-06,1.765235404221182590e-08
1.013070152040544318e-06,1.766201525745719071e-08
1.013470258735662956e-06,1.767173357173681554e-08
1.013870365430781594e-06,1.768115629257869419e-08
1.014270472125900232e-06,1.769072947058026688e-08
1.014670578821018870e-06,1.770025384097471045e-08
1.015070685516137508e-06,1.770949466207662483e-08
1.015470792211256569e-06,1.771873283913328834e-08
1.015870898906375207e-06,1.772801018415172398e-08
1.016271005601493845e-06,1.773718891938549144e-08
1.016671112296612483e-06,1.774620032608268708e-08
1.017071218991731121e-06,1.775510895944722315e-08
1.017471325686849759e-06,1.776375023306797028e-08
1.017871432381968397e-06,1.777238011222970223e-08
1.018271539077087459e-06,1.778095816565455317e-08
1.018671645772206097e-06,1.778955668689115114e-08
1.019071752467324735e-06,1.779819205389472777e-08
1.019471859162443373e-06,1.780673034237423299e-08
1.019871965857562011e-06,1.781494910346946981e-08
1.020272072552680649e-06,1.782300332721810632e-08
1.020672179247799287e-06,1.783077910753464928e-08
1.021072285942918348e-06,1.783846557053955238e-08
1.021472392638036986e-06,1.784581146652246297e-08
1.021872499333155624e-06,1.785300592905151089e-08
1.022272606028274262e-06,1.785989093534341165e-08
1.022672712723392900e-06,1.786661148500518486e-08
1.023072819418511538e-06,1.787339034216976455e-08
1.023472926113630176e-06,1.787988484733396957e-08
1.023873032808749238e-06,1.788620379304956289e-08
1.024273139503867876e-06,1.789240265577335918e-08
1.024673246198986514e-06,1.789830390875660191e-08
1.025073352894105152e-06,1.790394879593794392e-08
1.025473459589223790e-06,1.790950082727798395e-08
1.025873566284342428e-06,1.791511240918701666e-08
1.026273672979461066e-06,1.792049517234575734e-08
1.026673779674580127e-06,1.792592991582130193e-08
1.027073886369698765e-06,1.793119319636284278e-08
1.027473993064817403e-06,1.793629410314561439e-08
1.027874099759936042e-06,1.794129654001171408e-08
1.028274206455054680e-06,1.794602277126045137e-08
1.028674313150173318e-06,1.795046009820880790e-08
1.029074419845291956e-06,1.795443745206781370e-08
1.029474526540411017e-06,1.795829780485556016e-08
1.029874633235529655e-06,1.796168141726710080e-08
1.030274739930648293e-06,1.796455644219021142e-08
1.030674846625766931e-06,1.796725286071750131e-08
1.031074953320885569e-06,1.797012724938935854e-08
1.031475060016004207e-06,1.797284894276178139e-08
1.031875166711122845e-06,1.797515130468959865e-08
1.032275273406241907e-06,1.797719549655836672e-08
1.032675380101360545e-06,1.797927312004322591e-08
1.033075486796479183e-06,1.798117229888084879e-08
1.033475593491597821e-06,1.798316510323287427e-08
1.033875700186716459e-06,1.798492665071252596e-08
1.034275806881835097e-06,1.798651188877871508e-08
1.034675913576953735e-06,1.798759224157743381e-08
1.035076020272072796e-06,1.798855095437564790e-08
1.035476126967191434e-06,1.798926762672216804e-08
1.035876233662310072e-06,1.798976891049980229e-08
1.036276340357428710e-06,1.799019029491952656e-08
1.036676447052547348e-06,1.799071330223658887e-08
1.037076553747665986e-06,1.799110777178257310e-08
1.037476660442784624e-06,1.799139886852878056e-08
1.037876767137903686e-06,1.799185469218127866e-08
1.038276873833022324e-06,1.799239479345371913e-08
1.038676980528140962e-06,1.799269813425295601e-08
1.039077087223259600e-06,1.799289020433513030e-08
1.039477193918378238e-06,1.799286661369632246e-08
1.039877300613496876e-06,1.799256189984516042e-08
1.040277407308615514e-06,1.799230536332591322e-08
1.040677514003734575e-06,1.799191006956051384e-08
1.041077620698853213e-06,1.799156787828856973e-08
1.041477727393971851e-06,1.799092863134574048e-08
1.041877834089090489e-06,1.799013609321548083e-08
1.042277940784209127e-06,1.798923018583270269e-08
1.042678047479327765e-06,1.798829883813634948e-08
1.043078154174446403e-06,1.798745406759614748e-08
1.043478260869565465e-06,1.798636690458216622e-08
1.043878367564684103e-06,1.798540138267795205e-08
1.044278474259802741e-06,1.798410973110801390e-08
1.044678580954921379e-06,1.798265961274637709e-08
1.045078687650040017e-06,1.798100039022838387e-08
1.045478794345158655e-06,1.797948711282744361e-08
1.045878901040277293e-06,1.797769000874370045e-08
1.046279007735396354e-06,1.797546378703152797e-08
1.046679114430514992e-06,1.797318356361605759e-08
1.047079221125633630e-06,1.797094858822006406e-08
1.047479327820752268e-06,1.796854558719928510e-08
1.047879434515870906e-06,1.796592068490913833e-08
1.048279541210989544e-06,1.796308152173652437e-08
1.048679647906108182e-06,1.796022540182606976e-08
1.049079754601227244e-06,1.795731403733527747e-08
1.049479861296345882e-06,1.795415952730465239e-08
1.049879967991464520e-06,1.795045148570717127e-08
1.050280074686583158e-06,1.794646106395959225e-08
1.050680181381701796e-06,1.794224410226403256e-08
1.051080288076820434e-06,1.793776554813162276e-08
1.051480394771939072e-06,1.793330752113131103e-08
1.051880501467058133e-06,1.792857286336997660e-08
1.052280608162176771e-06,1.792354559783525143e-08
1.052680714857295409e-06,1.791867843847655756e-08
1.053080821552414047e-06,1.791371565419953673e-08
1.053480928247532685e-06,1.790894448672069285e-08
1.053881034942651323e-06,1.790413024332180237e-08
1.054281141637769961e-06,1.789909197175747296e-08
1.054681248332889023e-06,1.789416894667653856e-08
1.055081355028007661e-06,1.788923002079260027e-08
1.055481461723126299e-06,1.788432313965723420e-08
1.055881568418244937e-06,1.787912852909094333e-08
1.056281675113363575e-06,1.787391698875114946e-08
1.056681781808482213e-06,1.786856340412186335e-08
1.057081888503600851e-06,1.786298824454254317e-08
1.057481995198719913e-06,1.785746102069536119e-08
1.057882101893838551e-06,1.785156758930260695e-08
1.058282208588957189e-06,1.784546852913696800e-08
1.058682315284075827e-06,1.783886236008511516e-08
1.059082421979194465e-06,1.783209796296180878e-08
1.059482528674313103e-06,1.782537789399523338e-08
1.059882635369431741e-06,1.781882282947126604e-08
1.060282742064550802e-06,1.781228295063828662e-08
1.060682848759669440e-06,1.780546003781459877e-08
1.061082955454788078e-06,1.779855385635947075e-08
1.061483062149906716e-06,1.779134154462422845e-08
1.061883168845025354e-06,1.778402274394397460e-08
1.062283275540143992e-06,1.777673940825806561e-08
1.062683382235262630e-06,1.776914880170012709e-08
1.063083488930381692e-06,1.776114891171349836e-08
1.063483595625500330e-06,1.775320483022318375e-08
1.063883702320618968e-06,1.774560171703787845e-08
1.064283809015737606e-06,1.773802520446639928e-08
1.064683915710856244e-06,1.773037896863361457e-08
1.065084022405974882e-06,1.772265259893670999e-08
1.065484129101093520e-06,1.771467188412658580e-08
1.065884235796212581e-06,1.770661213672404460e-08
1.066284342491331219e-06,1.769855317201079057e-08
1.066684449186449857e-06,1.769048674262091075e-08
1.067084555881568495e-06,1.768262581587673932e-08
1.067484662576687133e-06,1.767477955611123963e-08
1.067884769271805771e-06,1.766684866410109766e-08
1.068284875966924409e-06,1.765869692480231964e-08
1.068684982662043471e-06,1.765039031337854748e-08
1.069085089357162109e-06,1.764198332213885023e-08
1.069485196052280747e-06,1.763370066103856875e-08
1.069885302747399385e-06,1.762517673311169490e-08
1.070285409442518023e-06,1.761660972510669301e-08
1.070685516137636661e-06,1.760806387353611664e-08
1.071085622832755299e-06,1.759926197496174754e-08
1.071485729527874360e-06,1.759032916148892880e-08
1.071885836222992998e-06,1.758140176165113200e-08
1.072285942918111636e-06,1.757227163290998684e-08
1.072686049613230274e-06,1.756312217759419754e-08
1.073086156308348912e-06,1.755435270535022520e-08
1.073486263003467550e-06,1.754571893785799048e-08
1.073886369698586188e-06,1.753695664070007162e-08
1.074286476393705250e-06,1.752802022793833589e-08
1.074686583088823888e-06,1.751875220663355176e-08
1.075086689783942526e-06,1.750943744780616098e-08
1.075486796479061164e-06,1.750040638058932189e-08
1.075886903174179802e-06,1.749136375900274947e-08
1.076287009869298440e-06,1.748197260983838215e-08
1.076687116564417078e-06,1.747236000496571890e-08
1.077087223259536139e-06,1.746264839665354755e-08
1.077487329954654777e-06,1.745313425193072372e-08
1.077887436649773415e-06,1.744360267681491951e-08
1.078287543344892053e-06,1.743409572561078053e-08
1.078687650040010691e-06,1.742460671344364791e-08
1.079087756735129329e-06,1.741506264088795213e-08
1.079487863430247967e-06,1.740521948150007731e-08
1.079887970125367029e-06,1.739526251912876067e-08
1.080288076820485667e-06,1.738493314469859038e-08
1.080688183515604305e-06,1.737458497077793090e-08
1.081088290210722943e-06,1.736391194918848625e-08
1.081488396905841581e-06,1.735278095437176411e-08
1.081888503600960219e-06,1.734187862855779032e-08
1.082288610296078857e-06,1.733127978032571229e-08
1.082688716991197918e-06,1.732091667488847244e-08
1.083088823686316557e-06,1.731031335746291344e-08
1.083488930381435195e-06,1.729966922088046379e-08
1.083889037076553833e-06,1.728904379665665928e-08
1.084289143771672471e-06,1.727838205351132657e-08
1.084689250466791109e-06,1.726776511591106632e-08
1.085089357161909747e-06,1.725705937017482447e-08
1.085489463857028808e-06,1.724606471484298862e-08
1.085889570552147446e-06,1.723513978698900487e-08
1.086289677247266084e-06,1.722463791782814675e-08
1.086689783942384722e-06,1.721384844284573141e-08
1.087089890637503360e-06,1.720319269180981887e-08
1.087489997332621998e-06,1.719287353149732534e-08
1.087890104027740636e-06,1.718258107351143964e-08
1.088290210722859698e-06,1.717236971821303502e-08
1.088690317417978336e-06,1.716200204888944046e-08
1.089090424113096974e-06,1.715153936973036020e-08
1.089490530808215612e-06,1.714114603830858836e-08
